station_id,station_name,forecast_issued_utc,forecast_for_date,forecast_high_f,n_hours_in_forecast,forecast_issued_local
KNYC,New York Central Park,2026-04-27 10:15 UTC,2026-04-28,60,24,2026-04-27 06:15 EDT
KNYC,New York Central Park,2026-04-27 13:52 UTC,2026-04-28,60,24,2026-04-27 09:52 EDT
KNYC,New York Central Park,2026-04-27 15:49 UTC,2026-04-28,60,24,2026-04-27 11:49 EDT
KNYC,New York Central Park,2026-04-27 17:22 UTC,2026-04-28,60,24,2026-04-27 13:22 EDT
KNYC,New York Central Park,2026-04-27 19:21 UTC,2026-04-28,60,24,2026-04-27 15:21 EDT
KNYC,New York Central Park,2026-04-27 21:02 UTC,2026-04-28,60,24,2026-04-27 17:02 EDT
KNYC,New York Central Park,2026-04-27 22:52 UTC,2026-04-28,60,24,2026-04-27 18:52 EDT
KNYC,New York Central Park,2026-04-28 06:29 UTC,2026-04-29,55,24,2026-04-28 02:29 EDT
KNYC,New York Central Park,2026-04-28 10:14 UTC,2026-04-29,55,24,2026-04-28 06:14 EDT
KNYC,New York Central Park,2026-04-28 17:47 UTC,2026-04-29,55,24,2026-04-28 13:47 EDT
KNYC,New York Central Park,2026-04-28 19:41 UTC,2026-04-29,56,24,2026-04-28 15:41 EDT
KNYC,New York Central Park,2026-04-28 21:07 UTC,2026-04-29,56,24,2026-04-28 17:07 EDT
KNYC,New York Central Park,2026-04-28 22:57 UTC,2026-04-29,56,24,2026-04-28 18:57 EDT
KNYC,New York Central Park,2026-04-29 06:23 UTC,2026-04-30,59,24,2026-04-29 02:23 EDT
KNYC,New York Central Park,2026-04-29 10:11 UTC,2026-04-30,59,24,2026-04-29 06:11 EDT
